X,Y,Z,SIGNAL_STRENGTH
-108,4,219,167
-116,4,217,175
-121,4,213,175
-131,5,213,167
-142,5,215,175
-151,5,214,175
-158,6,209,175
-171,6,212,159
-197,7,208,98
-197,7,194,159
-197,7,181,159
-190,7,163,159
-163,6,126,175
-136,5,90,98
-134,5,85,183
-133,5,78,167
-135,5,74,175
-134,5,69,183
-137,5,65,183
-140,5,61,175
-136,5,55,175
-137,5,51,183
-141,5,48,159
-135,5,41,175
-139,5,37,175
-139,5,33,175
-140,5,29,183
-138,5,25,183
-140,5,21,183
-140,5,17,191
-135,5,13,183
-137,5,9,183
-139,5,5,175
-140,5,1,175
-138,5,-3,183
-137,5,-7,183
59,-2,-29,84
61,-2,-28,175
63,-2,-26,167
64,-2,-25,175
63,-2,-22,175
65,-2,-20,167
66,-2,-18,167
61,-2,-15,167
66,-2,-14,167
61,-2,-11,175
62,-2,-9,175
58,-2,-6,167
62,-2,-5,167
62,-2,-3,175
59,-2,-1,175
63,-2,1,175
63,-2,3,175
59,-2,5,175
63,-2,7,175
65,-2,9,167
61,-2,11,175
59,-2,12,175
65,-2,16,183
61,-2,17,175
57,-2,18,167
60,-2,21,175
58,-2,22,167
62,-2,26,167
57,-2,26,167
56,-2,28,167
62,-2,33,175
55,-2,31,167
59,-2,36,175
54,-2,36,159
61,-2,43,167
67,-2,51,159
63,-2,52,159
62,-2,55,159
59,-2,55,159
63,-2,63,167
57,-2,60,167
67,-2,76,167
67,-2,81,159
59,-2,76,159
56,-2,78,183
58,-2,84,167
57,-2,90,175
59,-2,100,183
61,-2,111,167
107,-4,210,167
103,-4,219,159
97,-3,221,183
90,-3,223,183
71,-2,223,98
64,-2,224,159
55,-2,223,159
49,-2,222,167
41,-1,217,183
36,-1,222,183
30,-1,221,183
23,-1,217,175
17,-1,215,167
11,0,216,183
5,0,218,183
-3,0,218,159
-8,0,210,175
-14,0,215,175
-20,1,214,175
-26,1,215,191
-32,1,212,183
-39,1,217,175
-45,2,213,183
-52,2,219,183
-60,2,218,175
-67,2,218,183
-74,3,219,183
-82,3,221,175
-86,3,215,175
-93,3,216,175
-102,4,219,183
-110,4,219,175
-117,4,215,167
-127,4,216,175
-131,5,210,183
-145,5,216,175
-152,5,213,175
-166,6,218,159
-176,6,213,159
-191,7,217,175
-200,7,193,98
-199,7,178,159
-190,7,160,159
-141,5,97,84
-136,5,88,183
-140,5,85,183
-142,5,80,183
-137,5,72,191
-139,5,67,175
-139,5,63,183
-135,5,56,183
-135,5,52,175
-141,5,50,183
-137,5,44,175
-138,5,40,175
-139,5,36,175
-141,5,32,183
-141,5,27,175
-139,5,23,175
-142,5,19,175
-137,5,14,183
-140,5,10,183
-136,5,6,175
-141,5,3,183
